field1,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs,MonthlyPerPerson,isOld,Probability,My Prediction,error
124792,0.015084195,53,0,1126.0,0,13,0,1,0,0,0,0.0,0,0.006229999999999999,0,TN
124798,0.20611515100000002,62,0,0.8047317559999999,3000,16,0,2,0,0,0,3000.0,0,0.03199,0,TN
124803,0.269932545,45,0,4092.0,0,10,0,2,0,0,0,0.0,0,0.01278,0,TN
124811,0.794623284,56,0,5790.0,0,7,0,3,0,0,0,0.0,0,0.0477,0,TN
124812,0.578985692,36,0,0.36646335399999996,10000,15,0,2,0,3,0,2500.0,0,0.07164,0,TN
124813,0.9677229620000001,34,0,0.2366706160000001,3375,5,0,0,0,0,0,3375.0,0,0.07559,0,TN
124814,0.032786348,52,0,0.550595952,12500,12,0,2,0,0,0,12500.0,0,0.00959,0,TN
124818,0.104219174,74,0,0.354536489,2027,7,0,1,0,0,0,2027.0,0,0.00836,0,TN
124822,0.0,52,0,0.00139972,5000,1,0,0,0,0,0,5000.0,0,0.00866,0,TN
124824,0.581114145,48,0,0.40041138200000004,8750,11,0,2,0,3,0,2187.5,0,0.03967,0,TN
124831,0.0,48,0,0.032588144,8990,12,0,0,0,2,0,2996.666666666666,0,0.00992,0,TN
124832,0.0,38,4,0.47289486,6400,12,0,2,1,0,1,6400.0,0,0.21205,0,FN
124838,0.11819144300000001,42,0,0.616146515,5350,11,0,1,0,2,0,1783.333333333333,0,0.02188,0,TN
124841,0.9999998999999999,43,0,0.0,10278,2,0,0,0,1,0,5139.0,0,0.11624,0,TN
124848,0.151942111,74,0,0.073982125,12083,22,0,0,0,0,0,12083.0,0,0.01403,0,TN
124855,0.401354338,55,0,0.727981179,6800,7,0,1,0,1,0,3400.0,0,0.03547,0,TN
124856,0.25089517100000003,68,0,0.17133182800000002,26579,12,0,2,0,0,0,26579.0,0,0.01239,0,TN
124863,0.903548226,42,1,0.17026172,3476,4,0,1,0,0,0,3476.0,0,0.19155,0,TN
124866,0.05265364,80,0,0.28648957399999997,3500,6,0,2,0,0,0,3500.0,0,0.004370000000000001,0,TN
124867,0.021175904,88,0,389.0,0,4,0,0,0,0,0,0.0,1,0.00306,0,TN
124872,0.220318645,45,0,0.303898927,7360,4,0,2,0,3,0,1840.0,0,0.017830000000000002,0,TN
124880,0.02838915,79,0,0.07396622,5150,14,0,1,0,0,0,5150.0,0,0.00488,0,TN
124883,0.43780705200000003,43,0,0.281863055,7900,6,0,1,0,3,0,1975.0,0,0.0201,0,TN
124887,0.0,39,0,2.665497076,854,6,0,1,0,3,0,213.5,0,0.01165,0,TN
124892,0.361076801,68,0,0.344889574,3893,6,0,1,0,0,0,3893.0,0,0.02315,0,TN
124894,0.211266163,45,0,0.45577648299999995,5833,10,0,2,0,0,0,5833.0,0,0.02322,0,TN
124917,0.009272723,56,0,0.065438223,4232,6,0,0,0,0,0,4232.0,0,0.00562,0,TN
124918,0.0051396770000000005,60,0,0.26147234199999997,7212,8,0,1,0,2,0,2404.0,0,0.00761,0,TN
124930,0.053064118,47,0,0.28130448199999997,9750,8,0,2,0,3,0,2437.5,0,0.00798,0,TN
124934,0.114478114,49,1,1.388222465,1833,17,0,2,0,0,0,1833.0,0,0.10156,0,TN
124936,1.142883112,59,1,1.042231693,5161,11,0,1,0,4,0,1032.2,0,0.41523,0,TN
124939,0.037588497,43,0,0.167287978,2145,6,0,0,0,0,0,2145.0,0,0.01133,0,TN
124945,0.00050238,38,0,0.173270089,3583,10,0,0,0,0,0,3583.0,0,0.00877,0,TN
124951,0.9960005,66,0,0.159568086,3333,8,0,0,0,0,0,3333.0,0,0.036000000000000004,0,TN
124955,0.9999998999999999,69,0,0.0,0,1,1,0,0,0,0,0.0,0,0.24723,0,TN
124956,0.07058228400000001,40,0,0.4575223570000001,7603,8,0,2,0,5,0,1267.1666666666667,0,0.00987,0,TN
124958,1.0379620379999999,47,1,0.340951293,7000,4,0,1,0,0,0,7000.0,0,0.30526,0,TN
124962,0.9999998999999999,44,0,0.064138842,5300,1,1,0,0,2,1,1766.666666666667,0,0.33459,0,FN
124965,0.014031805,89,0,0.006542526,1986,5,0,0,0,0,0,1986.0,1,0.00405,0,TN
124967,0.188269197,66,0,0.4881599720000001,5700,16,0,1,0,0,0,5700.0,0,0.02053,0,TN
124968,0.9999998999999999,29,0,0.0,0,1,0,0,0,0,1,0.0,0,0.12836,0,FN
124969,0.012838802,33,0,0.0,3000,2,0,0,0,0,0,3000.0,0,0.01184,0,TN
124973,0.001674546,51,0,0.259767034,9700,12,0,2,0,3,0,2425.0,0,0.01804,0,TN
124984,0.041417197,79,0,0.37007874,8000,7,0,2,0,0,0,8000.0,0,0.00385,0,TN
124986,0.7781620659999999,50,0,0.995695839,23000,26,0,14,0,2,0,7666.666666666668,0,0.3277,0,TN
125002,0.832933653,47,0,0.195012309,9342,6,0,0,0,2,1,3114.0,0,0.0677,0,FN
125003,0.16936102100000006,60,1,168.0,0,8,0,0,0,0,0,0.0,0,0.04842,0,TN
125013,2.183028286,58,0,64.0,0,5,1,0,0,0,0,0.0,0,0.41138,0,TN
125017,0.153776893,49,0,0.1486,4999,8,0,0,0,0,0,4999.0,0,0.03872,0,TN
125021,0.103920021,56,0,0.059436275,3263,6,1,0,0,0,0,3263.0,0,0.16902,0,TN
125035,0.43438411299999996,31,0,0.135601011,4350,4,0,1,0,0,0,4350.0,0,0.03306,0,TN
125040,0.127487251,85,0,0.015993603000000002,2500,3,0,0,0,0,0,2500.0,1,0.00722,0,TN
125042,0.16778322199999998,72,1,0.379365503,3750,6,0,1,0,0,0,3750.0,0,0.05007,0,TN
125047,0.044160969,67,0,3559.0,0,13,0,1,0,0,0,0.0,0,0.0043100000000000005,0,TN
125061,0.056243405,65,0,0.366407904,7084,13,0,1,0,0,0,7084.0,0,0.00426,0,TN
125063,0.466121556,53,2,1.28143214,1200,14,0,1,0,1,0,600.0,0,0.12458,0,TN
125064,0.0,77,0,0.12450018199999999,5501,5,0,1,0,1,0,2750.5,0,0.0052,0,TN
125070,0.9999998999999999,35,0,0.058336781,2416,0,0,0,0,0,0,2416.0,0,0.13865999999999998,0,TN
125071,0.926549198,30,0,1.053981107,740,9,0,0,0,0,0,740.0,0,0.12951,0,TN
125077,0.03533262,63,0,0.121203008,9974,7,0,1,0,1,0,4987.0,0,0.00389,0,TN
125084,0.389951847,51,0,0.466098254,4925,16,0,1,0,2,0,1641.666666666667,0,0.05706,0,TN
125086,0.046776954,49,0,0.009839213000000001,4166,3,0,0,0,3,0,1041.5,0,0.007940000000000001,0,TN
125089,0.0,64,0,9.0,0,2,0,0,0,0,0,0.0,0,0.00375,0,TN
125090,0.0,53,0,0.445627719,6666,24,0,3,0,0,0,6666.0,0,0.02699,0,TN
125098,0.302015685,33,0,0.33907622200000004,14916,8,0,2,0,1,0,7458.0,0,0.01373,0,TN
125101,0.023724909,78,0,0.006019701,5481,4,0,0,0,0,0,5481.0,0,0.00272,0,TN
125105,0.661088306,41,0,0.221029248,2700,3,0,0,0,0,1,2700.0,0,0.07049,0,FN
125115,0.37117404,37,0,0.169255383,15000,23,0,1,0,2,0,5000.0,0,0.059870000000000013,0,TN
125123,0.07087231,40,0,46.0,0,3,0,0,0,0,0,0.0,0,0.01408,0,TN
125128,0.10751139900000001,38,0,0.060926840999999995,4250,5,0,1,0,0,0,4250.0,0,0.0062,0,TN
125139,0.0,86,0,0.0,0,2,0,0,0,0,0,0.0,1,0.00255,0,TN
125143,0.042367027,61,0,0.012780656000000001,2894,4,0,0,0,0,0,2894.0,0,0.00481,0,TN
125144,0.214589891,75,0,657.0,0,1,0,0,0,0,1,0.0,0,0.00906,0,FN
125156,0.0019023929999999998,62,0,0.257164032,4047,5,0,1,0,0,0,4047.0,0,0.00479,0,TN
125158,0.048900031,64,0,51.0,0,7,0,0,0,0,0,0.0,0,0.00656,0,TN
125162,0.07489483,41,0,0.524895021,5000,10,0,1,0,2,0,1666.666666666667,0,0.01113,0,TN
125172,0.9999998999999999,92,0,0.0,3065,6,0,0,0,0,0,3065.0,1,0.06077000000000001,0,TN
125178,0.038159389,52,0,70.0,0,6,0,0,0,0,0,0.0,0,0.00901,0,TN
125180,0.02379224,74,0,0.023988006,2000,8,0,0,0,0,0,2000.0,0,0.00441,0,TN
125183,0.9999998999999999,45,0,0.347556411,9350,7,0,1,0,2,0,3116.666666666666,0,0.0683,0,TN
125186,0.06902928900000001,43,0,0.216918768,8924,9,0,2,0,0,0,8924.0,0,0.00838,0,TN
125187,0.09982124199999999,51,0,1855.0,0,9,0,1,0,0,0,0.0,0,0.00593,0,TN
125193,0.40658768799999995,53,0,0.173823676,18000,14,0,0,0,2,0,6000.0,0,0.039310000000000005,0,TN
125205,0.978461974,51,0,0.5424422170000001,14666,14,0,2,0,3,0,3666.5,0,0.13074000000000002,0,TN
125206,0.27728914,66,0,0.9461099209999999,2801,4,0,1,0,1,0,1400.5,0,0.01146,0,TN
125211,0.9999998999999999,44,0,0.39264581600000004,4731,4,0,1,0,0,0,4731.0,0,0.06749,0,TN
125219,0.33736390899999996,35,0,0.262789535,6000,12,0,1,0,2,0,2000.0,0,0.02671,0,TN
125221,0.333104765,62,0,0.507337526,6200,17,0,1,0,0,0,6200.0,0,0.03668,0,TN
125235,0.023824025,59,0,0.025915853,6250,6,0,0,0,0,0,6250.0,0,0.00912,0,TN
125238,0.009229349,41,1,0.27184769,6407,6,5,1,3,2,1,2135.6666666666665,0,0.71048,1,TP
125240,0.147790433,39,0,0.37187550399999997,6200,6,0,2,0,3,0,1550.0,0,0.02082,0,TN
125241,0.237252291,55,0,0.546207685,7000,18,0,3,0,0,0,7000.0,0,0.04121,0,TN
125245,0.14956798599999999,61,0,0.216223936,3500,17,0,0,0,0,0,3500.0,0,0.01997,0,TN
125247,0.023285298,79,0,0.006989341,5722,12,0,0,0,0,0,5722.0,0,0.00338,0,TN
125264,0.9999998999999999,73,0,0.009153142,13000,1,3,0,0,0,0,13000.0,0,0.33655,0,TN
125278,0.9999998999999999,59,0,0.27238650600000003,2400,4,0,0,0,0,0,2400.0,0,0.05305,0,TN
125282,0.0,42,0,0.164951485,3400,4,0,0,0,1,0,1700.0,0,0.01115,0,TN
125284,0.11453713800000001,71,0,0.078668121,40333,6,0,1,0,1,0,20166.5,0,0.00517,0,TN
125287,0.065178242,63,0,173.0,0,13,0,0,0,0,0,0.0,0,0.00454,0,TN
125303,2.9253119119999997,55,3,1489.0,0,5,7,0,1,0,1,0.0,0,0.70098,1,TP
125307,0.005367306,56,0,2921.0,0,13,0,3,0,0,0,0.0,0,0.02556,0,TN
125311,0.38380789,48,0,0.364572523,12526,13,0,2,0,1,0,6263.0,0,0.026760000000000003,0,TN
125320,0.298877819,42,0,0.03846688,7200,11,0,0,0,3,0,1800.0,0,0.032010000000000004,0,TN
125326,0.056693272999999995,60,0,0.163484692,11627,8,0,1,0,0,0,11627.0,0,0.00164,0,TN
125332,0.332702403,56,0,0.8665221059999999,8300,15,0,3,0,3,0,2075.0,0,0.06477999999999999,0,TN
125343,0.310324696,43,0,0.4041710670000001,11363,13,0,3,0,4,0,2272.6,0,0.04028,0,TN
125352,0.600028231,72,0,0.41501689999999997,4141,7,0,2,0,0,0,4141.0,0,0.03381,0,TN
125359,0.556827019,60,0,0.37013996899999996,4500,8,0,1,0,0,0,4500.0,0,0.03374,0,TN
125360,0.776684962,47,3,1.1371354740000001,5417,20,0,4,0,3,0,1354.25,0,0.26026,0,TN
125363,0.04215105,55,0,0.264859228,12466,13,0,2,0,3,0,3116.5,0,0.01097,0,TN
125365,0.504885435,51,1,0.24722091699999998,6386,8,1,1,2,4,0,1277.2,0,0.5171600000000001,1,FP
125375,0.0040556640000000005,66,0,0.330445356,6578,9,1,3,0,0,0,6578.0,0,0.16902,0,TN
125376,0.929535232,62,0,0.318636023,8005,10,0,1,0,0,0,8005.0,0,0.034210000000000004,0,TN
125381,0.054528982000000004,68,0,2790.0,0,8,0,2,0,0,0,0.0,0,0.00436,0,TN
125382,0.9999998999999999,31,0,0.0,0,0,0,0,0,0,0,0.0,0,0.12836,0,TN
125386,0.9999998999999999,40,0,0.237924587,6417,2,0,1,0,1,0,3208.5,0,0.05277,0,TN
125391,0.896781354,28,0,519.0,0,2,0,0,0,0,0,0.0,0,0.09005,0,TN
125396,0.000324898,49,0,0.0,3000,4,0,0,0,0,0,3000.0,0,0.006999999999999999,0,TN
125402,0.063815816,59,0,0.13967437900000002,3500,9,0,0,0,1,0,1750.0,0,0.008440000000000001,0,TN
125404,0.114392374,39,0,0.10771748,7333,5,0,1,0,0,0,7333.0,0,0.00898,0,TN
125408,0.00814578,51,0,1395.0,0,12,0,2,0,0,0,0.0,0,0.00978,0,TN
125423,0.18888729199999998,65,0,2328.0,0,10,0,1,0,0,0,0.0,0,0.01112,0,TN
125428,0.212392222,67,0,0.15216729699999998,23000,29,0,2,0,0,0,23000.0,0,0.01246,0,TN
125429,0.000938945,70,0,0.0,1906,5,0,0,0,0,0,1906.0,0,0.0052,0,TN
125442,0.917316935,57,0,0.597760896,2500,6,0,1,0,0,0,2500.0,0,0.04924,0,TN
125443,0.065186963,39,0,0.40942632700000003,4200,4,0,1,0,0,0,4200.0,0,0.00731,0,TN
125444,0.052312988,45,0,0.090988626,8000,6,0,0,0,2,0,2666.6666666666665,0,0.00435,0,TN
125448,0.002352757,27,0,0.16793282699999998,2500,7,0,0,0,0,0,2500.0,0,0.02035,0,TN
125450,0.4830339320000001,58,0,0.019380821,3972,3,2,0,0,0,1,3972.0,0,0.34664,0,FN
125451,0.102286041,54,0,0.120155194,25000,7,0,2,0,0,0,25000.0,0,0.0042,0,TN
125452,0.0074263609999999985,55,0,0.5908073420000001,6700,9,0,3,0,0,0,6700.0,0,0.01466,0,TN
125458,0.0,42,0,0.181298921,4726,5,0,2,0,3,0,1181.5,0,0.018009999999999998,0,TN
125463,0.0,68,0,0.072363421,11842,4,0,1,0,1,0,5921.0,0,0.00426,0,TN
125464,0.856797082,66,0,4531.0,0,11,0,1,0,0,0,0.0,0,0.01852,0,TN
125469,0.9999998999999999,44,0,0.0,1,1,0,0,0,2,0,0.3333333333333333,0,0.13654000000000002,0,TN
125471,0.132941043,60,0,1.232781377,4166,17,0,1,0,3,0,1041.5,0,0.01438,0,TN
125472,0.032535903,80,0,3275.0,0,4,0,1,0,0,0,0.0,0,0.00312,0,TN
125475,0.246318843,56,0,0.21252621800000002,20500,6,0,1,0,1,0,10250.0,0,0.007490000000000002,0,TN
125479,0.004114719,71,0,0.07934730400000001,6250,25,0,1,0,0,0,6250.0,0,0.01296,0,TN
125481,0.004738946,50,0,0.23345313,26711,18,0,2,0,1,0,13355.5,0,0.01546,0,TN
125483,0.0,42,0,0.218148425,14700,3,0,1,0,2,0,4900.0,0,0.00708,0,TN
125485,0.414381715,48,1,0.419157609,5887,13,0,1,0,2,0,1962.333333333333,0,0.07089,0,TN
125486,0.063055341,64,0,0.046492251,6000,5,0,0,0,0,0,6000.0,0,0.00424,0,TN
125488,0.10630308599999999,53,0,0.6222126929999999,4663,7,0,2,0,0,0,4663.0,0,0.01407,0,TN
125491,0.049792910999999995,36,1,0.296540692,5000,11,0,1,0,0,0,5000.0,0,0.04148,0,TN
125497,0.044776119,57,0,0.102052059,7260,10,0,1,0,0,0,7260.0,0,0.0051600000000000005,0,TN
125499,0.908557293,59,0,0.9341741,3250,12,0,2,0,2,0,1083.3333333333333,0,0.09202,0,TN
125500,0.171353542,56,0,0.547381048,2500,6,0,1,0,0,0,2500.0,0,0.01299,0,TN
125505,0.042842297,57,0,64.0,0,3,0,0,0,0,0,0.0,0,0.00556,0,TN
125508,0.9999998999999999,37,0,0.335209003,4975,4,0,1,0,1,0,2487.5,0,0.04956,0,TN
125519,0.178770531,54,0,0.008693523,24500,7,0,0,0,1,0,12250.0,0,0.02069,0,TN
125532,0.030360714,63,0,37.0,0,6,0,0,0,0,0,0.0,0,0.00496,0,TN
125533,0.25547022199999997,25,1,0.34607218700000003,1883,3,0,0,0,0,0,1883.0,0,0.08983,0,TN
125540,0.13989637300000002,29,2,0.574371403,3300,8,0,1,0,1,1,1650.0,0,0.1237,0,FN
125554,0.36655890399999996,67,0,0.524835989,3200,6,0,2,0,0,0,3200.0,0,0.02431,0,TN
125556,0.142523832,31,0,0.486142662,2200,5,0,1,0,0,0,2200.0,0,0.01391,0,TN
125559,0.421789105,26,0,0.045189810999999996,14250,3,0,0,0,1,0,7125.0,0,0.04447,0,TN
125565,0.0,29,0,0.0,0,1,0,0,0,0,0,0.0,0,0.01805,0,TN
125566,0.021139837,62,2,226.0,0,5,2,0,1,0,1,0.0,0,0.5714899999999999,1,TP
125578,0.268907442,69,0,0.597126796,1600,11,0,1,0,0,0,1600.0,0,0.02516,0,TN
125581,0.8189076359999999,43,0,0.362354384,8154,10,0,1,0,0,0,8154.0,0,0.06038,0,TN
125587,0.9999998999999999,65,2,0.208953241,7527,3,2,1,1,1,0,3763.5,0,0.56639,1,FP
125588,0.040572321,67,0,0.341035325,4500,10,0,1,0,1,0,2250.0,0,0.006790000000000001,0,TN
125589,0.506021477,29,0,0.343218927,3000,10,0,0,0,2,0,1000.0,0,0.0841,0,TN
125591,0.0,62,3,0.032341051,2720,7,1,0,2,1,0,1360.0,0,0.38188,0,TN
125599,0.023159221,82,0,0.022236341,3147,3,0,0,0,0,0,3147.0,1,0.00377,0,TN
125602,0.9999998999999999,71,0,0.0,7300,0,0,0,0,0,1,7300.0,0,0.03194,0,FN
125604,0.0,73,0,0.19790148600000002,3430,11,0,0,0,0,0,3430.0,0,0.00823,0,TN
125606,0.0,66,0,0.592534992,4500,8,0,2,0,0,0,4500.0,0,0.01332,0,TN
125608,0.298544215,59,0,0.322024942,9461,12,0,1,0,0,0,9461.0,0,0.01782,0,TN
125617,0.010071712,71,0,2.768892443,2500,25,0,3,0,0,0,2500.0,0,0.02101,0,TN
125618,0.128066021,43,0,0.12032531199999999,15000,4,0,1,0,2,0,5000.0,0,0.00759,0,TN
125626,0.0,34,0,413.0,0,3,0,0,0,1,0,0.0,0,0.01435,0,TN
125635,0.027520947,61,0,0.17131063,10658,10,0,1,0,0,0,10658.0,0,0.00184,0,TN
125640,0.0,26,0,0.22488287399999998,1920,3,1,0,0,2,0,640.0,0,0.16902,0,TN
125667,0.030522946000000002,77,0,26.0,0,8,0,0,0,0,0,0.0,0,0.0044,0,TN
125675,0.653258338,34,0,0.275583056,2100,6,0,0,0,0,0,2100.0,0,0.08744,0,TN
125682,0.581502434,25,0,652.0,0,5,0,0,0,0,0,0.0,0,0.10495,0,TN
125684,0.122104034,76,0,358.0,0,11,0,0,0,0,0,0.0,0,0.00718,0,TN
125685,0.027762888,64,0,0.49550150000000004,3000,11,0,2,0,0,0,3000.0,0,0.00989,0,TN
125691,0.7714748779999999,27,2,0.077538325,4500,5,0,0,0,2,1,1500.0,0,0.26206,0,FN
125695,0.0,35,0,0.024092943999999998,10500,3,0,1,0,0,0,10500.0,0,0.01022,0,TN
125702,0.0037330840000000002,36,0,1280.0,0,5,0,1,0,3,0,0.0,0,0.00798,0,TN
125704,0.00196803,69,0,0.142462623,10500,14,0,2,1,0,0,10500.0,0,0.09715,0,TN
125722,0.054581059,79,0,0.070985803,5000,3,0,1,0,0,0,5000.0,0,0.00348,0,TN
125723,0.427044074,43,0,0.07224917,3916,7,0,0,0,0,0,3916.0,0,0.02851,0,TN
125727,0.853985793,56,2,0.159141377,2701,8,1,0,0,0,0,2701.0,0,0.43318,0,TN
125728,0.0028715,46,2,0.7907224740000001,3750,9,0,2,0,2,0,1250.0,0,0.10356,0,TN
125729,0.12267509300000001,65,0,0.423292273,6250,5,0,2,0,0,0,6250.0,0,0.01521,0,TN
125732,0.251348728,42,2,0.220182545,9750,17,2,1,1,1,1,4875.0,0,0.6152,1,TP
125736,0.476809926,42,3,4351.0,0,16,0,2,0,0,1,0.0,0,0.15582,0,FN
125744,0.204161775,41,0,0.329095843,7000,7,0,1,0,0,0,7000.0,0,0.01283,0,TN
125749,0.078929148,56,1,0.186036284,9094,5,5,1,2,4,1,1818.8,0,0.71801,1,TP
125758,0.514797181,46,0,0.8250043840000001,5702,17,0,2,0,0,0,5702.0,0,0.10414,0,TN
125762,0.021985027999999997,59,0,35.0,0,2,0,0,0,0,0,0.0,0,0.00349,0,TN
125763,0.044277807999999995,57,0,0.02435273,3900,6,0,0,0,4,0,780.0,0,0.00919,0,TN
125767,0.945870275,35,0,0.32677887,6000,5,0,1,0,1,0,3000.0,0,0.05711,0,TN
125770,0.135669929,39,0,0.0037496879999999997,12000,4,0,0,0,0,0,12000.0,0,0.01138,0,TN
125779,0.045383272999999995,32,0,0.269892043,2500,6,0,0,0,0,0,2500.0,0,0.01321,0,TN
125788,0.039883605,40,0,0.577869349,8250,8,0,1,0,4,0,1650.0,0,0.00673,0,TN
125793,0.27567918199999997,50,2,0.385882117,9958,10,0,2,0,3,0,2489.5,0,0.11025,0,TN
125797,0.065084127,41,0,0.184823805,12400,10,0,1,0,0,0,12400.0,0,0.00539,0,TN
125799,0.9999998999999999,22,0,0.0,929,1,0,0,0,0,0,929.0,0,0.06715,0,TN
125814,0.522053651,58,0,1.134807634,3300,17,0,2,0,0,0,3300.0,0,0.06261,0,TN
125816,0.365281736,51,0,219.0,0,1,0,0,0,0,0,0.0,0,0.06142,0,TN
125819,0.061991734000000014,25,0,0.009369144,1600,3,0,0,0,0,0,1600.0,0,0.02016,0,TN
125822,0.0007221819999999999,50,0,0.051292658,4834,11,0,0,0,0,0,4834.0,0,0.0073700000000000015,0,TN
125824,0.197577048,73,0,0.16185338,3150,10,0,0,0,0,0,3150.0,0,0.03565,0,TN
125826,0.697364435,43,0,0.931068931,1000,8,0,0,0,1,0,500.0,0,0.09738,0,TN
125841,0.274461408,37,0,0.833974135,2860,8,0,1,0,3,0,715.0,0,0.02743,0,TN
125847,0.06649525,86,0,27.0,0,3,0,0,0,0,0,0.0,1,0.00425,0,TN
125848,0.053271112999999995,84,0,51.0,0,5,0,0,0,0,0,0.0,1,0.004529999999999999,0,TN
125849,0.9999998999999999,58,0,0.094089974,3400,2,0,0,1,1,1,1700.0,0,0.25751,0,FN
125851,0.0,64,0,0.469031233,11333,5,0,2,0,0,0,11333.0,0,0.00556,0,TN
125856,0.815657909,32,0,0.3753605270000001,7280,6,0,1,0,0,0,7280.0,0,0.07524,0,TN
125871,0.021609012,74,0,0.10197450599999999,4000,13,0,1,0,2,0,1333.3333333333333,0,0.00536,0,TN
125874,0.9693547440000001,40,0,1.6168263219999999,2400,3,0,1,0,2,0,800.0,0,0.0571,0,TN
125876,0.637742825,52,0,0.747891173,8416,10,1,2,0,0,0,8416.0,0,0.23514,0,TN
125881,0.963378521,63,0,6617.0,0,22,0,1,0,0,0,0.0,0,0.0415,0,TN
125893,0.02968774,45,0,4188.0,0,11,0,1,0,0,0,0.0,0,0.01341,0,TN
125895,0.25134973,31,0,40.0,0,4,0,0,0,0,0,0.0,0,0.01935,0,TN
125899,0.060124135,65,0,0.118669022,13583,7,0,1,0,0,0,13583.0,0,0.0034100000000000003,0,TN
125900,0.9999998999999999,55,0,0.005334124,6748,0,0,0,0,1,0,3374.0,0,0.10334000000000003,0,TN
125908,1.129959388,39,1,0.2261330010000001,6420,7,3,0,1,0,1,6420.0,0,0.65827,1,TP
125910,0.37756006200000003,44,0,0.193902615,6920,6,0,2,0,1,0,3460.0,0,0.01565,0,TN
125915,0.0,63,0,1285.0,0,7,0,1,0,0,0,0.0,0,0.006670000000000001,0,TN
125916,0.683240188,47,0,3064.0,0,10,0,2,0,1,0,0.0,0,0.08402000000000001,0,TN
125918,0.045809637,29,0,0.151962009,4000,7,0,0,0,0,0,4000.0,0,0.0149,0,TN
125923,0.03515028,53,0,0.291733455,8733,14,0,0,0,1,0,4366.5,0,0.00494,0,TN
125924,0.954674221,56,1,0.51438729,9000,4,0,1,0,0,1,9000.0,0,0.16583,0,FN
125927,0.015323631,44,0,0.208842195,18750,9,0,3,0,2,0,6250.0,0,0.02019,0,TN
125931,0.141596912,42,0,0.33702173,7500,7,0,1,0,3,0,1875.0,0,0.01694,0,TN
125935,0.0056278019999999995,79,0,0.232602845,2600,15,0,0,0,0,0,2600.0,0,0.01123,0,TN
125940,1.119601329,45,0,0.010347271,7054,1,0,0,1,1,1,3527.0,0,0.25751,0,FN
125942,0.995685005,43,1,0.15786367699999998,10166,6,0,0,0,1,0,5083.0,0,0.15375,0,TN
125943,0.10328012800000001,52,0,0.30904545899999997,10800,14,0,2,0,2,0,3600.0,0,0.01186,0,TN
125946,0.055708209,50,3,0.239801166,5833,17,0,1,0,0,0,5833.0,0,0.10947,0,TN
125948,0.04535031,45,0,0.012284544,10500,15,0,0,0,0,0,10500.0,0,0.00765,0,TN
125964,0.769667153,50,0,0.5823880020000001,5200,13,0,2,0,2,0,1733.333333333333,0,0.08902,0,TN
125972,0.616256369,48,0,0.189588235,16999,6,0,2,0,1,0,8499.5,0,0.02833,0,TN
125973,0.052796983,40,0,0.12303707300000001,6176,6,0,0,0,1,0,3088.0,0,0.01841,0,TN
125976,0.03702636,77,0,61.0,0,7,0,0,0,0,0,0.0,0,0.0044,0,TN
125979,0.0,70,0,580.0,0,8,0,1,0,0,0,0.0,0,0.00703,0,TN
125982,0.001683536,90,0,2.0,0,5,0,0,0,0,0,0.0,1,0.00477,0,TN
125987,0.08826855300000001,56,1,0.133286671,10000,6,0,1,0,0,0,10000.0,0,0.03639,0,TN
125988,0.0,57,0,0.0,0,4,0,0,0,0,0,0.0,0,0.00556,0,TN
125990,0.164592866,63,0,821.0,0,6,0,1,0,0,0,0.0,0,0.0078,0,TN
125995,0.9999998999999999,50,2,0.224989518,11924,7,1,2,0,0,0,11924.0,0,0.50358,1,FP
125999,0.8223013509999999,44,0,0.8529779259999999,2400,5,0,1,0,0,0,2400.0,0,0.08387,0,TN
126004,0.334990946,63,0,1471.0,0,6,0,1,0,0,0,0.0,0,0.01174,0,TN
126010,0.0239976,63,0,8.0,1,3,0,0,0,0,0,1.0,0,0.003820000000000001,0,TN
126013,0.0011652519999999999,78,0,0.104097236,5100,8,0,0,0,1,0,2550.0,0,0.00811,0,TN
126025,0.032701819,33,0,0.129774045,5000,10,0,0,0,0,0,5000.0,0,0.01167,0,TN
126031,0.071012245,38,0,2999.0,0,7,0,2,0,0,0,0.0,0,0.007490000000000002,0,TN
126037,0.061297957,57,0,0.281529556,5700,9,0,1,0,1,0,2850.0,0,0.006370000000000001,0,TN
126050,0.002777623,90,0,0.076510446,7083,9,0,0,0,0,0,7083.0,1,0.00495,0,TN
126052,0.13196765800000002,45,0,2372.0,0,7,0,1,0,0,0,0.0,0,0.00774,0,TN
126056,0.4297851070000001,39,3,0.334583244,9333,11,1,1,0,2,1,3111.0,0,0.3206,0,FN
126059,0.334596358,38,0,0.022613663,4200,3,0,0,0,2,0,1400.0,0,0.02986,0,TN
126062,0.9999998999999999,44,0,0.9087862990000001,2685,10,0,1,0,0,0,2685.0,0,0.1577,0,TN
126063,0.080361738,39,0,0.329374697,4125,6,0,1,0,2,0,1375.0,0,0.01065,0,TN
126071,0.301813252,30,1,0.533119086,5600,11,0,1,0,3,1,1400.0,0,0.05984,0,FN
126072,0.64125885,56,1,0.409606267,4850,9,0,1,0,2,0,1616.666666666667,0,0.11686,0,TN
126073,0.47244464799999997,58,0,0.72608365,6574,13,0,2,0,0,0,6574.0,0,0.0541,0,TN
